Temperatura do ar ambiente,Rotação do motor - RPM,Carga calculada do motor,Ajuste de combustível de longo prazo - Banco 1,Temperatura do ar admitido - ACT,Temperatura do líquido de arrefecimento do motor - CTS,Ajuste de combustível de curto prazo - Banco 1,"Sonda lambda - Banco 1, sensor 2",Pressão barométrica,Tensão do módulo,Posição relativa da borboleta - TPS,Posição absoluta da borboleta - TPS,Posição absoluta da borboleta - Sensor B,"Sonda lambda - Banco 1, sensor 1","Ajuste de combustível de curto prazo - Banco 1, sensor 1",Pressão no coletor de admissão - MAP,Estado do sistema de combustível,Carga absoluta do motor,Nº de falhas na memória,Altitude
,3929 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3930 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3929 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3929 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3928 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3929 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3927 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3930 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3928 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3931 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3930 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3933 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3932 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3936 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3934 rpm,17 %,,,75 °C,,,,,,,,,,,,,,845 m
,3933 rpm,17 %,,,75 °C,,,,,,,,,,,,,,845 m
,3931 rpm,17 %,,,75 °C,,,,,,,,,,,,,,845 m
,3932 rpm,17 %,,,75 °C,,,,,,,,,,,,,,845 m
,3930 rpm,18 %,,,75 °C,,,,,,,,,,,,,,845 m
,3915 rpm,73 %,,,75 °C,,,,,,,,,,,,,,845 m
,4272 rpm,67 %,,,75 °C,,,,,,,,,,,,,,845 m
,4536 rpm,25 %,,,75 °C,,,,,,,,,,,,,,845 m
,4436 rpm,10 %,,,75 °C,,,,,,,,,,,,,,845 m
,4270 rpm,8 %,,,75 °C,,,,,,,,,,,,,,845 m
,4083 rpm,8 %,,,75 °C,,,,,,,,,,,,,,845 m
,3939 rpm,30 %,,,75 °C,,,,,,,,,,,,,,845 m
,4066 rpm,74 %,,,75 °C,,,,,,,,,,,,,,845 m
,4442 rpm,33 %,,,75 °C,,,,,,,,,,,,,,845 m
,4362 rpm,13 %,,,75 °C,,,,,,,,,,,,,,845 m
,4198 rpm,9 %,,,75 °C,,,,,,,,,,,,,,845 m
,4023 rpm,8 %,,,75 °C,,,,,,,,,,,,,,845 m
,3861 rpm,16 %,,,75 °C,,,,,,,,,,,,,,845 m
,3757 rpm,75 %,,,76 °C,,,,,,,,,,,,,,845 m
,4252 rpm,30 %,,,76 °C,,,,,,,,,,,,,,845 m
,4171 rpm,14 %,,,76 °C,,,,,,,,,,,,,,845 m
,4013 rpm,10 %,,,76 °C,,,,,,,,,,,,,,845 m
,3833 rpm,8 %,,,76 °C,,,,,,,,,,,,,,845 m
,3697 rpm,56 %,,,76 °C,,,,,,,,,,,,,,845 m
,3656 rpm,77 %,,,76 °C,,,,,,,,,,,,,,845 m
,4567 rpm,33 %,,,76 °C,,,,,,,,,,,,,,845 m
,4446 rpm,15 %,,,76 °C,,,,,,,,,,,,,,845 m
,4272 rpm,9 %,,,76 °C,,,,,,,,,,,,,,845 m
,4073 rpm,8 %,,,76 °C,,,,,,,,,,,,,,845 m
,3893 rpm,8 %,,,76 °C,,,,,,,,,,,,,,845 m
,3765 rpm,64 %,,,77 °C,,,,,,,,,,,,,,845 m
,3635 rpm,73 %,,,76 °C,,,,,,,,,,,,,,845 m
,3979 rpm,21 %,,,76 °C,,,,,,,,,,,,,,845 m
,3917 rpm,13 %,,,76 °C,,,,,,,,,,,,,,845 m
,3785 rpm,9 %,,,76 °C,,,,,,,,,,,,,,845 m
,3660 rpm,42 %,,,77 °C,,,,,,,,,,,,,,845 m
,3542 rpm,76 %,,,77 °C,,,,,,,,,,,,,,845 m
,3717 rpm,76 %,,,77 °C,,,,,,,,,,,,,,845 m
,4093 rpm,38 %,,,77 °C,,,,,,,,,,,,,,845 m
,4258 rpm,16 %,,,77 °C,,,,,,,,,,,,,,845 m
,4026 rpm,9 %,,,77 °C,,,,,,,,,,,,,,845 m
,3851 rpm,8 %,,,77 °C,,,,,,,,,,,,,,845 m
,3668 rpm,8 %,,,77 °C,,,,,,,,,,,,,,845 m
,3546 rpm,73 %,,,77 °C,,,,,,,,,,,,,,845 m
,3423 rpm,76 %,,,77 °C,,,,,,,,,,,,,,845 m
,3704 rpm,70 %,,,77 °C,,,,,,,,,,,,,,845 m
,3994 rpm,18 %,,,77 °C,,,,,,,,,,,,,,845 m
,3842 rpm,11 %,,,78 °C,,,,,,,,,,,,,,845 m
,3693 rpm,9 %,,,78 °C,,,,,,,,,,,,,,845 m
,3536 rpm,8 %,,,77 °C,,,,,,,,,,,,,,845 m
,3418 rpm,47 %,,,77 °C,,,,,,,,,,,,,,845 m
,3300 rpm,75 %,,,78 °C,,,,,,,,,,,,,,845 m
,3434 rpm,76 %,,,78 °C,,,,,,,,,,,,,,845 m
,3690 rpm,43 %,,,77 °C,,,,,,,,,,,,,,845 m
,4027 rpm,17 %,,,78 °C,,,,,,,,,,,,,,845 m
,3895 rpm,11 %,,,78 °C,,,,,,,,,,,,,,845 m
,3732 rpm,9 %,,,78 °C,,,,,,,,,,,,,,845 m
,3563 rpm,8 %,,,78 °C,,,,,,,,,,,,,,845 m
,3443 rpm,47 %,,,78 °C,,,,,,,,,,,,,,845 m
,3334 rpm,75 %,,,78 °C,,,,,,,,,,,,,,845 m
,3708 rpm,75 %,,,78 °C,,,,,,,,,,,,,,845 m
,4025 rpm,33 %,,,78 °C,,,,,,,,,,,,,,845 m
,3960 rpm,16 %,,,78 °C,,,,,,,,,,,,,,845 m
,3812 rpm,9 %,,,78 °C,,,,,,,,,,,,,,845 m
,3638 rpm,9 %,,,78 °C,,,,,,,,,,,,,,845 m
,3524 rpm,11 %,,,78 °C,,,,,,,,,,,,,,845 m
,3442 rpm,27 %,,,78 °C,,,,,,,,,,,,,,845 m
,3430 rpm,31 %,,,78 °C,,,,,,,,,,,,,,845 m
,3484 rpm,29 %,,,78 °C,,,,,,,,,,,,,,845 m
,3589 rpm,16 %,,,78 °C,,,,,,,,,,,,,,845 m
,3612 rpm,16 %,,,78 °C,,,,,,,,,,,,,,845 m
,3595 rpm,18 %,,,78 °C,,,,,,,,,,,,,,845 m
,3582 rpm,20 %,,,78 °C,,,,,,,,,,,,,,845 m
,3592 rpm,21 %,,,78 °C,,,,,,,,,,,,,,845 m
,3608 rpm,21 %,,,78 °C,,,,,,,,,,,,,,845 m
,3633 rpm,21 %,,,78 °C,,,,,,,,,,,,,,845 m
,3653 rpm,22 %,,,78 °C,,,,,,,,,,,,,,845 m
,3676 rpm,22 %,,,78 °C,,,,,,,,,,,,,,845 m
,3709 rpm,22 %,,,78 °C,,,,,,,,,,,,,,845 m
,3742 rpm,22 %,,,78 °C,,,,,,,,,,,,,,845 m
,3817 rpm,22 %,,,78 °C,,,,,,,,,,,,,,845 m
,3853 rpm,22 %,,,78 °C,,,,,,,,,,,,,,845 m
,3893 rpm,22 %,,,78 °C,,,,,,,,,,,,,,845 m
,3936 rpm,18 %,,,78 °C,,,,,,,,,,,,,,845 m
,3966 rpm,17 %,,,78 °C,,,,,,,,,,,,,,845 m
,3981 rpm,17 %,,,78 °C,,,,,,,,,,,,,,845 m
,3990 rpm,17 %,,,78 °C,,,,,,,,,,,,,,845 m
,3989 rpm,17 %,,,78 °C,,,,,,,,,,,,,,845 m
,3989 rpm,14 %,,,78 °C,,,,,,,,,,,,,,845 m
,3975 rpm,14 %,,,78 °C,,,,,,,,,,,,,,845 m
,3948 rpm,14 %,,,78 °C,,,,,,,,,,,,,,845 m
,3915 rpm,15 %,,,78 °C,,,,,,,,,,,,,,845 m
,3851 rpm,15 %,,,78 °C,,,,,,,,,,,,,,845 m
,3818 rpm,15 %,,,78 °C,,,,,,,,,,,,,,845 m
,3783 rpm,15 %,,,78 °C,,,,,,,,,,,,,,845 m
,3755 rpm,15 %,,,78 °C,,,,,,,,,,,,,,845 m
,3724 rpm,20 %,,,78 °C,,,,,,,,,,,,,,845 m
,3724 rpm,24 %,,,78 °C,,,,,,,,,,,,,,845 m
,3765 rpm,25 %,,,78 °C,,,,,,,,,,,,,,845 m
,3828 rpm,25 %,,,79 °C,,,,,,,,,,,,,,845 m
,3896 rpm,25 %,,,79 °C,,,,,,,,,,,,,,845 m
,3964 rpm,24 %,,,78 °C,,,,,,,,,,,,,,845 m
,4029 rpm,24 %,,,78 °C,,,,,,,,,,,,,,845 m
,4160 rpm,23 %,,,78 °C,,,,,,,,,,,,,,845 m
,4218 rpm,23 %,,,78 °C,,,,,,,,,,,,,,845 m
,4271 rpm,17 %,,,78 °C,,,,,,,,,,,,,,845 m
,4267 rpm,10 %,,,78 °C,,,,,,,,,,,,,,845 m
,4182 rpm,10 %,,,78 °C,,,,,,,,,,,,,,845 m
,4103 rpm,12 %,,,79 °C,,,,,,,,,,,,,,845 m
,4042 rpm,15 %,,,79 °C,,,,,,,,,,,,,,845 m
,3960 rpm,16 %,,,79 °C,,,,,,,,,,,,,,845 m
,3944 rpm,17 %,,,79 °C,,,,,,,,,,,,,,845 m
,3933 rpm,14 %,,,79 °C,,,,,,,,,,,,,,845 m
,3916 rpm,13 %,,,79 °C,,,,,,,,,,,,,,845 m
,3870 rpm,13 %,,,79 °C,,,,,,,,,,,,,,845 m
,3759 rpm,13 %,,,79 °C,,,,,,,,,,,,,,845 m
,3699 rpm,13 %,,,79 °C,,,,,,,,,,,,,,845 m
,3644 rpm,14 %,,,79 °C,,,,,,,,,,,,,,845 m
,3604 rpm,16 %,,,79 °C,,,,,,,,,,,,,,845 m
,3585 rpm,19 %,,,79 °C,,,,,,,,,,,,,,845 m
,3581 rpm,20 %,,,79 °C,,,,,,,,,,,,,,845 m
,3594 rpm,20 %,,,79 °C,,,,,,,,,,,,,,845 m
,3637 rpm,20 %,,,79 °C,,,,,,,,,,,,,,845 m
,3657 rpm,20 %,,,79 °C,,,,,,,,,,,,,,845 m
,3684 rpm,20 %,,,79 °C,,,,,,,,,,,,,,845 m
,3708 rpm,19 %,,,79 °C,,,,,,,,,,,,,,845 m
,3731 rpm,19 %,,,79 °C,,,,,,,,,,,,,,845 m
,3755 rpm,19 %,,,80 °C,,,,,,,,,,,,,,845 m
,3797 rpm,19 %,,,80 °C,,,,,,,,,,,,,,845 m
,3816 rpm,19 %,,,80 °C,,,,,,,,,,,,,,845 m
,3834 rpm,19 %,,,80 °C,,,,,,,,,,,,,,845 m
,3855 rpm,19 %,,,80 °C,,,,,,,,,,,,,,845 m
,3868 rpm,19 %,,,80 °C,,,,,,,,,,,,,,845 m
,3885 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3911 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3923 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3937 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3946 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3958 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3967 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3983 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,3989 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,4001 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,4009 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,4012 rpm,18 %,,,80 °C,,,,,,,,,,,,,,845 m
,4020 rpm,17 %,,,80 °C,,,,,,,,,,,,,,845 m
,4019 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,4012 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,4004 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3989 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3974 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3944 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3931 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3921 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3907 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3898 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3889 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3880 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3860 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3851 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3840 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3837 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3828 rpm,16 %,,,80 °C,,,,,,,,,,,,,,845 m
,3822 rpm,17 %,,,80 °C,,,,,,,,,,,,,,845 m
,3806 rpm,16 %,,,81 °C,,,,,,,,,,,,,,845 m
,3799 rpm,16 %,,,81 °C,,,,,,,,,,,,,,845 m
,3793 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3788 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3785 rpm,16 %,,,81 °C,,,,,,,,,,,,,,845 m
,3779 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3766 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3762 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3760 rpm,16 %,,,81 °C,,,,,,,,,,,,,,845 m
,3753 rpm,16 %,,,81 °C,,,,,,,,,,,,,,845 m
,3747 rpm,16 %,,,81 °C,,,,,,,,,,,,,,845 m
,3736 rpm,16 %,,,81 °C,,,,,,,,,,,,,,845 m
,3728 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3722 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3718 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3714 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3709 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3704 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3699 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3693 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3693 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3690 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3686 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3686 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3684 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3681 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3680 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3680 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3679 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3677 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3676 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3676 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3677 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3675 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3675 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3673 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3668 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3668 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3665 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3661 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3661 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3661 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3661 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3661 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3663 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3663 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3665 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3665 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3665 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3666 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3669 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3666 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3666 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3665 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3663 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3666 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3665 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3661 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3663 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3666 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3663 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3668 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3668 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3668 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3663 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3663 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3665 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3667 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3664 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3662 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3660 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3659 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3658 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3657 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3650 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3650 rpm,17 %,,,84 °C,,,,,,,,,,,,,,845 m
,3649 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3651 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3650 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3656 rpm,17 %,,,83 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3651 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3655 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3654 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3651 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3651 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3652 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3647 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3645 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3643 rpm,17 %,,,82 °C,,,,,,,,,,,,,,845 m
,3645 rpm,17 %,,,81 °C,,,,,,,,,,,,,,845 m
,3646 rpm,75 %,,,81 °C,,,,,,,,,,,,,,845 m
,3887 rpm,75 %,,,81 °C,,,,,,,,,,,,,,845 m
,4317 rpm,33 %,,,81 °C,,,,,,,,,,,,,,845 m
,4200 rpm,13 %,,,81 °C,,,,,,,,,,,,,,845 m
,4037 rpm,9 %,,,81 °C,,,,,,,,,,,,,,845 m
,3902 rpm,74 %,,,81 °C,,,,,,,,,,,,,,845 m
,4166 rpm,35 %,,,81 °C,,,,,,,,,,,,,,845 m
,4081 rpm,15 %,,,81 °C,,,,,,,,,,,,,,845 m
